key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	lifeStage	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	organismQuantity	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	datasetName	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	nomenclaturalStatus	eventID	identifier	verbatimEventDate	verbatimSRS	municipality	locality	county	identificationVerificationStatus	collectionCode	verbatimLocality	gbifID	occurrenceID	taxonID	parentNameUsageID	catalogNumber	institutionCode	locationID	acceptedNameUsageID	ownerInstitutionCode	accessRights	higherClassification	dateIdentified	references	identifiedBy	http://unknown.org/nick	eventTime	http://unknown.org/captive	identificationID	occurrenceRemarks	http://unknown.org/language	footprintWKT	originalNameUsage	nameAccordingTo	organismQuantityType	http://unknown.org/license	verbatimDepth	locationRemarks	taxonConceptID	http://unknown.org/rightsHolder	depth	depthAccuracy	samplingProtocol	behavior	elevation	elevationAccuracy	projectId	waterBody	higherGeography	institutionKey	preparations	institutionID	language	type	collectionID	parentNameUsage	networkKeys	scientificNameID	previousIdentifications	identificationQualifier	habitat	vernacularName	acceptedNameUsage	eventRemarks	fieldNumber	footprintSRS	parentEventID	georeferenceVerificationStatus	verbatimElevation	informationWithheld	recordNumber	http://unknown.org/modified	nomenclaturalCode	dynamicProperties	geologicalContextID	collectionKey	associatedReferences	associatedSequences	verbatimIdentification	samplingEffort	otherCatalogNumbers	verbatimCoordinateSystem	http://unknown.org/georeferenceRemarks	island	coordinatePrecision	georeferencedBy	disposition	bibliographicCitation	georeferenceProtocol	sex	georeferenceRemarks	distanceFromCentroidInMeters	materialEntityID	islandGroup	typeStatus	dataGeneralizations	georeferenceSources	taxonRemarks
2932199376	a71b06c8-c62d-46ed-8daa-f10b0aeca0da	bb108780-00da-49a7-ba12-40a25192a626	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T15:14:04.975+00:00	2024-07-07T15:15:41.178+00:00	323	{}	HUMAN_OBSERVATION	3.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	51.191608	1.478501	70.7		England	{}	2005.0	5.0	28.0	2005-05-28	148.0	148.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T15:15:41.178+00:00	http://creativecommons.org/licenses/by/4.0/legalcode		False	[{'identifier': 'b5d1cf41-78f2-4a4c-8c96-9401e509c4d4'}]	[]	[]	[]	False				WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE			MRMIT600000001F1.02	b5d1cf41-78f2-4a4c-8c96-9401e509c4d4				HamCam samples		Accepted	MRMIT60000000018		2932199376	437960290	NBNSYS0000176758																		POLYGON((1.47775 51.19118,1.47775 51.19204,1.47925 51.19204,1.47925 51.19118,1.47775 51.19118))							NBNSYS0000176758	Joint Nature Conservation Committee																														OSGB Grid Reference TR431493	T-MRMIT60000017416																											
2932359540	a71b06c8-c62d-46ed-8daa-f10b0aeca0da	bb108780-00da-49a7-ba12-40a25192a626	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T15:14:04.975+00:00	2024-07-07T15:15:41.218+00:00	323	{}	HUMAN_OBSERVATION	1.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	50.498952	-0.99958	70.7		England	{}	2005.0	5.0	28.0	2005-05-28	148.0	148.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T15:15:41.218+00:00	http://creativecommons.org/licenses/by/4.0/legalcode		False	[{'identifier': 'baada7cd-b630-4f55-a21f-b33d20ef0924'}]	[]	[]	[]	False				WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE			MRMIT600000001F1.05	baada7cd-b630-4f55-a21f-b33d20ef0924				HamCam samples		Accepted	MRMIT60000000018		2932359540	437960682	NBNSYS0000176758																		POLYGON((-1.00029 50.49851,-1.00029 50.4994,-0.99887 50.4994,-0.99887 50.49851,-1.00029 50.49851))							NBNSYS0000176758	Joint Nature Conservation Committee																														OSGB Grid Reference SZ710670	T-MRMIT6000001759E																											
2932208037	a71b06c8-c62d-46ed-8daa-f10b0aeca0da	bb108780-00da-49a7-ba12-40a25192a626	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T15:14:04.975+00:00	2024-07-07T15:15:33.610+00:00	323	{}	HUMAN_OBSERVATION	2.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	50.733804	-0.507121	70.7		England	{}	2005.0	5.0	28.0	2005-05-28	148.0	148.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T15:15:33.610+00:00	http://creativecommons.org/licenses/by/4.0/legalcode		False	[{'identifier': 'dd67cf50-a555-4e7d-ac7b-c30ca6d99781'}]	[]	[]	[]	False				WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE			MRMIT600000001F1.04	dd67cf50-a555-4e7d-ac7b-c30ca6d99781				HamCam samples		Accepted	MRMIT60000000018		2932208037	437960602	NBNSYS0000176758																		POLYGON((-0.50784 50.73336,-0.50784 50.73424,-0.5064 50.73424,-0.5064 50.73336,-0.50784 50.73336))							NBNSYS0000176758	Joint Nature Conservation Committee																														OSGB Grid Reference TV054937	T-MRMIT6000001754E																											
2932248308	a71b06c8-c62d-46ed-8daa-f10b0aeca0da	bb108780-00da-49a7-ba12-40a25192a626	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T15:14:04.975+00:00	2024-07-07T15:15:37.098+00:00	323	{}	HUMAN_OBSERVATION	1.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	50.595401	-1.667227	70.7		England	{}	2005.0	5.0	28.0	2005-05-28	148.0	148.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T15:15:37.098+00:00	http://creativecommons.org/licenses/by/4.0/legalcode		False	[{'identifier': 'ec9f4c22-96d9-4b2d-9816-ff04b956f96e'}]	[]	[]	[]	False				WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE			MRMIT600000001F1.10	ec9f4c22-96d9-4b2d-9816-ff04b956f96e				HamCam samples		Accepted	MRMIT60000000018		2932248308	437961683	NBNSYS0000176758																		POLYGON((-1.66794 50.59495,-1.66794 50.59585,-1.66652 50.59585,-1.66652 50.59495,-1.66794 50.59495))							NBNSYS0000176758	Joint Nature Conservation Committee																														OSGB Grid Reference SZ236773	T-MRMIT60000017987																											
4399690749	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.112+00:00	69	{}	PRESERVED_SPECIMEN	227.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	66.5550551	33.1030101		EUROPE		{}	2005.0	6.0	27.0	2005-06-27	178.0	178.0	['COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']		2024-06-18T12:44:59.112+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode		False	[{'identifier': 'b05617b2-3099-403b-9a8a-5f380d45c5e0'}]	[]	[]	[]	False				WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE			__st.2	b05617b2-3099-403b-9a8a-5f380d45c5e0				off WSBS MSU			OBFc		4399690749	b05617b2-3099-403b-9a8a-5f380d45c5e0			INV0001656	IORAS			IORAS					Raiskiy, Alexey																							White Sea		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	dried:EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']								2											fd699988-ab5d-4737-9443-9085cea191d2			Nymphon brevirostre rubrum																			
4399691231	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.931+00:00	69	{}	PRESERVED_SPECIMEN	350.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	66.5550551	33.1030101		EUROPE		{}	2005.0	6.0	27.0	2005-06-27	178.0	178.0	['COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']		2024-06-18T12:44:58.931+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode		False	[{'identifier': 'cc68bf93-12a7-47ce-ad77-d22f60da4bec'}]	[]	[]	[]	False				WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE				cc68bf93-12a7-47ce-ad77-d22f60da4bec				off WSBS MSU			OBFc		4399691231	cc68bf93-12a7-47ce-ad77-d22f60da4bec			INV0001641	IORAS			IORAS					Turpaeva, Elena																							White Sea		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']								NA											fd699988-ab5d-4737-9443-9085cea191d2			Nymphon brevirostre rubrum																			
4399690489	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.765+00:00	69	{}	PRESERVED_SPECIMEN	35.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	66.5550551	33.1030101		EUROPE		{}	2005.0	6.0	27.0	2005-06-27	178.0	178.0	['COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']		2024-06-18T12:44:58.765+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode		False	[{'identifier': 'da5c80d7-e115-43c6-9f9b-9a5357f9b26c'}]	[]	[]	[]	False				WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE				da5c80d7-e115-43c6-9f9b-9a5357f9b26c				off WSBS MSU			OBFc		4399690489	da5c80d7-e115-43c6-9f9b-9a5357f9b26c			INV0001638	IORAS			IORAS					Turpaeva, Elena																							White Sea		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			fd699988-ab5d-4737-9443-9085cea191d2		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']								NA											fd699988-ab5d-4737-9443-9085cea191d2			Nymphon brevirostre rubrum																			
2962327472	6b3877d5-4869-43aa-af12-92c703fd5b6d	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-24T10:46:02.078+00:00	2024-06-24T10:52:28.315+00:00	309	{}	HUMAN_OBSERVATION	13.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	52.8562	-5.965498	70.7			{}	2005.0	7.0	27.0	2005-07-27	208.0	208.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-24T10:52:28.315+00:00	http://creativecommons.org/licenses/by/4.0/legalcode		False	[{'identifier': '04d80d30-8618-4fce-a79c-9a6ffe4c7765'}]	[]	[]	[]	False			Andrewmackie	WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE			MRCCW16900000086.01	04d80d30-8618-4fce-a79c-9a6ffe4c7765				1-TD.12a		Accepted - considered correct	MRCCW16900000002		2962327472	T-MRCCW1690000053D	NBNSYS0000176758			NRW																				-27to-27m	Sublittoral	NBNSYS0000176758	Natural Resources Wales																																																										
2962338689	6b3877d5-4869-43aa-af12-92c703fd5b6d	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-24T10:46:02.078+00:00	2024-06-24T10:52:29.060+00:00	309	{}	HUMAN_OBSERVATION	40.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	52.94533	-5.882407	70.7			{}	2005.0	7.0	25.0	2005-07-25	206.0	206.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-24T10:52:29.060+00:00	http://creativecommons.org/licenses/by/4.0/legalcode		False	[{'identifier': '0b13a06d-d6b8-462d-bc3a-890b08ef59e1'}]	[]	[]	[]	False			Andrewmackie	WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE			MRCCW1690000007F.01	0b13a06d-d6b8-462d-bc3a-890b08ef59e1				1-TD.05		Accepted - considered correct	MRCCW16900000002		2962338689	T-MRCCW169000002DB	NBNSYS0000176758			NRW																				-37to-37m	Sublittoral	NBNSYS0000176758	Natural Resources Wales																																																										
2962343185	6b3877d5-4869-43aa-af12-92c703fd5b6d	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-24T10:46:02.078+00:00	2024-06-24T10:52:29.745+00:00	309	{}	HUMAN_OBSERVATION	2.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	52.95816	-5.943237	70.7			{}	2005.0	7.0	25.0	2005-07-25	206.0	206.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-24T10:52:29.745+00:00	http://creativecommons.org/licenses/by/4.0/legalcode		False	[{'identifier': '18d57583-ab1b-4e9b-974a-02dc335855ec'}]	[]	[]	[]	False			Andrewmackie	WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE			MRCCW16900000081.01	18d57583-ab1b-4e9b-974a-02dc335855ec				1-TD.07		Accepted - considered correct	MRCCW16900000002		2962343185	T-MRCCW169000003E0	NBNSYS0000176758			NRW																				-14.2to-14m	Sublittoral	NBNSYS0000176758	Natural Resources Wales																																																										
2932102929	a71b06c8-c62d-46ed-8daa-f10b0aeca0da	bb108780-00da-49a7-ba12-40a25192a626	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T15:14:04.975+00:00	2024-07-07T15:15:43.452+00:00	323	{}	HUMAN_OBSERVATION	3.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	50.350287	0.197714	70.7		England	{}	2005.0	7.0	28.0	2005-07-28	209.0	209.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T15:15:43.452+00:00	http://creativecommons.org/licenses/by/4.0/legalcode		False	[{'identifier': '25b6356a-ce74-4d09-b4ea-87878ce9f105'}]	[]	[]	[]	False				WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE			MRMIT600000000CD.01	25b6356a-ce74-4d09-b4ea-87878ce9f105				HamCam station 5-11 (106)		Accepted	MRMIT6000000000D		2932102929	437938620	NBNSYS0000176758																		POLYGON((0.19699 50.34985,0.19699 50.35072,0.19844 50.35072,0.19844 50.34985,0.19699 50.34985))							NBNSYS0000176758	Joint Nature Conservation Committee																														OSGB Grid Reference TV564523	T-MRMIT60000002BD3																											
2932106025	a71b06c8-c62d-46ed-8daa-f10b0aeca0da	bb108780-00da-49a7-ba12-40a25192a626	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T15:14:04.975+00:00	2024-07-07T15:15:36.102+00:00	323	{}	HUMAN_OBSERVATION	1.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	50.269923	0.06771	70.7		England	{}	2005.0	7.0	29.0	2005-07-29	210.0	210.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T15:15:36.102+00:00	http://creativecommons.org/licenses/by/4.0/legalcode		False	[{'identifier': '29a0560a-60ca-49ee-8d59-3b54f4fc9588'}]	[]	[]	[]	False				WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE			MRMIT60000000184.01	29a0560a-60ca-49ee-8d59-3b54f4fc9588				HamCam station 6-13 (201)		Accepted	MRMIT6000000000D		2932106025	437939004	NBNSYS0000176758																		POLYGON((0.06699 50.26949,0.06699 50.27036,0.06843 50.27036,0.06843 50.26949,0.06699 50.26949))							NBNSYS0000176758	Joint Nature Conservation Committee																														OSGB Grid Reference TV474431	T-MRMIT60000002D4B																											
2932284388	a71b06c8-c62d-46ed-8daa-f10b0aeca0da	bb108780-00da-49a7-ba12-40a25192a626	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T15:14:04.975+00:00	2024-07-07T15:15:34.449+00:00	323	{}	HUMAN_OBSERVATION	1.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	50.4178	0.50632	70.7		England	{}	2005.0	7.0	29.0	2005-07-29	210.0	210.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T15:15:34.449+00:00	http://creativecommons.org/licenses/by/4.0/legalcode		False	[{'identifier': '3e661723-2fc3-4d10-9ead-ac0d453d6683'}]	[]	[]	[]	False				WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE			MRMIT600000000D3.01	3e661723-2fc3-4d10-9ead-ac0d453d6683				HamCam station 5-15 (206)		Accepted	MRMIT6000000000D		2932284388	437937485	NBNSYS0000176758																		POLYGON((0.50559 50.41737,0.50559 50.41823,0.50705 50.41823,0.50705 50.41737,0.50559 50.41737))							NBNSYS0000176758	Joint Nature Conservation Committee																														OSGB Grid Reference TV781605	T-MRMIT6000000277A																											
2962100201	6b3877d5-4869-43aa-af12-92c703fd5b6d	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-24T10:46:02.078+00:00	2024-06-24T10:52:30.939+00:00	309	{}	HUMAN_OBSERVATION	15.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	52.96649	-5.874687	70.7			{}	2005.0	7.0	25.0	2005-07-25	206.0	206.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-24T10:52:30.939+00:00	http://creativecommons.org/licenses/by/4.0/legalcode		False	[{'identifier': '541af36d-8604-4568-a897-23ae982c2f0f'}]	[]	[]	[]	False			Andrewmackie	WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE			MRCCW16900000080.01	541af36d-8604-4568-a897-23ae982c2f0f				1-TD.06		Accepted - considered correct	MRCCW16900000002		2962100201	T-MRCCW1690000037C	NBNSYS0000176758			NRW																				-22.7to-22.6m	Sublittoral	NBNSYS0000176758	Natural Resources Wales																																																										
2962496525	6b3877d5-4869-43aa-af12-92c703fd5b6d	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-24T10:46:02.078+00:00	2024-06-24T10:52:32.010+00:00	309	{}	HUMAN_OBSERVATION	5.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	52.94655	-5.89449	70.7			{}	2005.0	7.0	25.0	2005-07-25	206.0	206.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-24T10:52:32.010+00:00	http://creativecommons.org/licenses/by/4.0/legalcode		False	[{'identifier': '76f34747-44d3-4699-b710-2a50d559b64c'}]	[]	[]	[]	False			Andrewmackie	WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE			MRCCW1690000007E.01	76f34747-44d3-4699-b710-2a50d559b64c				1-TD.04		Accepted - considered correct	MRCCW16900000002		2962496525	T-MRCCW16900000223	NBNSYS0000176758			NRW																				-45to-43.7m	Sublittoral	NBNSYS0000176758	Natural Resources Wales																																																										
2932169490	a71b06c8-c62d-46ed-8daa-f10b0aeca0da	bb108780-00da-49a7-ba12-40a25192a626	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T15:14:04.975+00:00	2024-07-07T15:15:43.843+00:00	323	{}	HUMAN_OBSERVATION	1.0	PRESENT		2117886	1	54	354	9477065	2013	2117630	2117886	2117886	Nymphon brevirostre Hodge, 1863	Nymphon brevirostre Hodge, 1863	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brevirostre	Nymphon	brevirostre	SPECIES	ACCEPTED	NE	50.282188	-0.567614	70.7		England	{}	2005.0	7.0	30.0	2005-07-30	211.0	211.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T15:15:43.843+00:00	http://creativecommons.org/licenses/by/4.0/legalcode		False	[{'identifier': '81008823-479c-4bf8-a9d6-1f0fb3716f00'}]	[]	[]	[]	False				WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE			MRMIT600000000E2.01	81008823-479c-4bf8-a9d6-1f0fb3716f00				HamCam station 5-1 (242)		Accepted	MRMIT6000000000D		2932169490	437938340	NBNSYS0000176758																		POLYGON((-0.56833 50.28175,-0.56833 50.28263,-0.5669 50.28263,-0.5669 50.28175,-0.56833 50.28175))							NBNSYS0000176758	Joint Nature Conservation Committee																														OSGB Grid Reference TV021434	T-MRMIT60000002A5F																											
