key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	establishmentMeans	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	datasetName	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	islandGroup	locality	associatedReferences	eventRemarks	language	gbifID	occurrenceID	type	taxonID	vernacularName	institutionCode	bibliographicCitation	networkKeys	individualCount	sex	lifeStage	depth	depthAccuracy	waterBody	institutionKey	collectionKey	recordedBy	identifiedBy	preparations	catalogNumber	institutionID	verbatimEventDate	locationID	collectionCode	higherClassification	collectionID	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceProtocol	verbatimCoordinateSystem	typeStatus	nomenclaturalCode	island	verbatimLocality	disposition	ownerInstitutionCode	accessRights	verbatimTaxonRank	otherCatalogNumbers	samplingProtocol	verbatimDepth
3697821713	6baf6a53-c106-40fb-bbde-f6d4e4051513	cdef28b1-db4e-4c58-aa71-3c5238c2d0b5	394c0f8e-8b5e-4fbc-b942-568a4a267032	c3ad790a-d426-4ac1-8e32-da61f81f0117	IT	EML	2024-04-26T20:42:47.496+00:00	2024-04-29T08:57:08.091+00:00	43	https://doi.org/10.5066/P9KFFTOD	{}	HUMAN_OBSERVATION	PRESENT	introduced	5166727	1	54	354	9477065	3254678	2118150	5166727	5166727	Endeis nodosa Hilton, 1942	Endeis nodosa Hilton, 1942	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis nodosa	Endeis	nodosa	SPECIES	ACCEPTED	NE	OCEANIA	Hawaii	{}	Oceania|United States of America|Hawaii	2016.0	10.0	7.0	2016-10-07	281.0	281.0	['TAXON_MATCH_TAXON_ID_IGNORED']	2020-11-28T00:00:00.000+00:00	2024-04-29T08:57:08.091+00:00	https://doi.org/10.5066/P9KFFTOD	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'USRIIS-HI-Animalia1917'}]	[]	[]	[]	False	https://bison.usgs.gov/ipt/resource?r=hiriis	Global Register of Introduced and Invasive Species - Hawaii, United States, V2.0	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	EUROPE	U.S. Geological Survey	USRIIS-HI-Animalia1917	Hawaiian Islands	Hawaii	Carlton and Eldredge (2009), http://hbs.bishopmuseum.org/pubs-online/pdf/bces4.pdf	approx. date of introduction: 1924	English	3697821713	USRIIS-HI-Animalia1917	Dataset	https://www.gbif.org/species/5166727	Sea spider	USGS	Simpson A, Sellers E, Pagad S (2022a). Global Register of Introduced and Invasive Species - Hawaii, United States (version 2.0, 2022). United States Geological Survey. Checklist dataset derived from https://doi.org/10.5066/P9KFFTOD																																			
1319038337	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:21.303+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT		5166727	1	54	354	9477065	3254678	2118150	5166727	5166727	Endeis nodosa Hilton, 1942	Endeis nodosa Hilton, 1942	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis nodosa	Endeis	nodosa	SPECIES	ACCEPTED	NE		Hawaii	{}	North Pacific Ocean, United States, Hawaii	1976.0	8.0	4.0	1976-08-04	217.0	217.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T14:18:00.000+00:00	2024-07-02T12:37:21.303+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/351318a47-e7e5-48e7-b6ad-1a7d949a60ec'}]	[]	[]	[]	False		NMNH Extant Biology	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/351318a47-e7e5-48e7-b6ad-1a7d949a60ec		Oahu Island, Honolulu, On Nimitz Highway, Fouling Panel				1319038337	http://n2t.net/ark:/65665/351318a47-e7e5-48e7-b6ad-1a7d949a60ec				USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	MALE	Juvenile	1.5	0.0	North Pacific Ocean	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	J. McCain	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 169770	urn:lsid:biocol.org:col:34871	04 AUG 1976	2D	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Endeidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																
1319308625	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:29.753+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT		5166727	1	54	354	9477065	3254678	2118150	5166727	5166727	Endeis nodosa Hilton, 1942	Endeis nodosa Hilton, 1942	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis nodosa	Endeis	nodosa	SPECIES	ACCEPTED	NE		Hawaii	{}	North Pacific Ocean, United States, Hawaii	1976.0	8.0	4.0	1976-08-04	217.0	217.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T14:18:00.000+00:00	2024-07-02T12:37:29.753+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/35d301015-9bc6-4c51-8dcc-0288d44679f3'}]	[]	[]	[]	False		NMNH Extant Biology	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/35d301015-9bc6-4c51-8dcc-0288d44679f3		Oahu Island, Honolulu, On Nimitz Highway, Fouling Panel				1319308625	http://n2t.net/ark:/65665/35d301015-9bc6-4c51-8dcc-0288d44679f3				USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	FEMALE		2.0	0.0	North Pacific Ocean	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	J. McCain	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 169771	urn:lsid:biocol.org:col:34871	04 AUG 1976	2E	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Endeidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																
1319993882	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:58.039+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT		5166727	1	54	354	9477065	3254678	2118150	5166727	5166727	Endeis nodosa Hilton, 1942	Endeis nodosa Hilton, 1942	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis nodosa	Endeis	nodosa	SPECIES	ACCEPTED	NE		Hawaii	{}	North Pacific Ocean, United States, Hawaii	1976.0	8.0	4.0	1976-08-04	217.0	217.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T14:18:00.000+00:00	2024-07-02T12:38:58.039+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37b7baad5-0c81-45c8-b723-c325280069b5'}]	[]	[]	[]	False		NMNH Extant Biology	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/37b7baad5-0c81-45c8-b723-c325280069b5		Oahu Island, Honolulu, On Nimitz Highway, Fouling Panel				1319993882	http://n2t.net/ark:/65665/37b7baad5-0c81-45c8-b723-c325280069b5				USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	MALE		2.0	0.0	North Pacific Ocean	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	J. McCain	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 169772	urn:lsid:biocol.org:col:34871	04 AUG 1976	2E	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Endeidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																
1320449299	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:18.994+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT		5166727	1	54	354	9477065	3254678	2118150	5166727	5166727	Endeis nodosa Hilton, 1942	Endeis nodosa Hilton, 1942	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis nodosa	Endeis	nodosa	SPECIES	ACCEPTED	NE		Hawaii	{}	North Pacific Ocean, United States, Hawaii	1976.0	8.0	4.0	1976-08-04	217.0	217.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T14:18:00.000+00:00	2024-07-02T12:38:18.994+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/38fa15e1d-e1c4-4edc-be4c-06fc0dbff82e'}]	[]	[]	[]	False		NMNH Extant Biology	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/38fa15e1d-e1c4-4edc-be4c-06fc0dbff82e		Oahu Island, Honolulu, On Nimitz Highway, Fouling Panel				1320449299	http://n2t.net/ark:/65665/38fa15e1d-e1c4-4edc-be4c-06fc0dbff82e				USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0			1.0	0.0	North Pacific Ocean	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	J. McCain	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 169773	urn:lsid:biocol.org:col:34871	04 AUG 1976	3C	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Endeidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																
1320741319	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:53.147+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT		5166727	1	54	354	9477065	3254678	2118150	5166727	5166727	Endeis nodosa Hilton, 1942	Endeis nodosa Hilton, 1942	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis nodosa	Endeis	nodosa	SPECIES	ACCEPTED	NE		Hawaii	{}	North Pacific Ocean, United States, Hawaii	1976.0	8.0	4.0	1976-08-04	217.0	217.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T14:18:00.000+00:00	2024-07-02T12:37:53.147+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/39c8afcbf-e1b3-4c1e-830b-9654477094a4'}]	[]	[]	[]	False		NMNH Extant Biology	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/39c8afcbf-e1b3-4c1e-830b-9654477094a4		Oahu Island, Honolulu, On Nimitz Highway, Fouling Panel				1320741319	http://n2t.net/ark:/65665/39c8afcbf-e1b3-4c1e-830b-9654477094a4				USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	FEMALE		1.0	0.0	North Pacific Ocean	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	J. McCain	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 169769	urn:lsid:biocol.org:col:34871	04 AUG 1976	1C	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Endeidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																
1322764693	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:00.679+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT		5166727	1	54	354	9477065	3254678	2118150	5166727	5166727	Endeis nodosa Hilton, 1942	Endeis nodosa Hilton, 1942	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis nodosa	Endeis	nodosa	SPECIES	ACCEPTED	NE		Hawaii	{}	North Pacific Ocean, United States, Hawaii	1976.0	8.0	4.0	1976-08-04	217.0	217.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T14:18:00.000+00:00	2024-07-02T12:39:00.679+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3f611867c-dc9b-4421-83c6-e36d3dd736fb'}]	[]	[]	[]	False		NMNH Extant Biology	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3f611867c-dc9b-4421-83c6-e36d3dd736fb		Oahu Island, Honolulu, On Nimitz Highway, Fouling Panel				1322764693	http://n2t.net/ark:/65665/3f611867c-dc9b-4421-83c6-e36d3dd736fb				USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	MALE				North Pacific Ocean	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	J. McCain	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 169774	urn:lsid:biocol.org:col:34871	04 AUG 1976	3C	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Endeidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																
1322943014	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:12.145+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT		5166727	1	54	354	9477065	3254678	2118150	5166727	5166727	Endeis nodosa Hilton, 1942	Endeis nodosa Hilton, 1942	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis nodosa	Endeis	nodosa	SPECIES	ACCEPTED	NE	OCEANIA		{}	North Pacific Ocean, Marshall Islands	1969.0	10.0	8.0	1969-10-08	281.0	281.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:29:00.000+00:00	2024-07-02T12:38:12.145+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3fdfc0790-2c55-473e-a18a-df495c6f21d9'}]	[]	[]	[]	False		NMNH Extant Biology	Pycnogonida	MH	[]	[]	OCEANIA	Marshall Islands	NORTH_AMERICA		http://n2t.net/ark:/65665/3fdfc0790-2c55-473e-a18a-df495c6f21d9		Ralik Chain, Enewetak Atoll, Runit Island, Yvonne, Pier On Lagoon Side				1322943014	http://n2t.net/ark:/65665/3fdfc0790-2c55-473e-a18a-df495c6f21d9				USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0	FEMALE		0.35	0.35	North Pacific Ocean	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	C. Child	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 189282	urn:lsid:biocol.org:col:34871	08 OCT 1969	36-69	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Endeidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	11.5444	162.365	WGS84	unknown, from legacy	Degrees Minutes Seconds											
1317453812	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:46.825+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT		5166727	1	54	354	9477065	3254678	2118150	5166727	5166727	Endeis nodosa Hilton, 1942	Endeis nodosa Hilton, 1942	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis nodosa	Endeis	nodosa	SPECIES	ACCEPTED	NE		Hawaii	{}	North Pacific Ocean, United States, Hawaii	1967.0	4.0	8.0	1967-04-08	98.0	98.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T14:16:00.000+00:00	2024-07-02T12:38:46.825+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/30b20754b-0f20-40f5-9118-930ff8c826b8'}]	[]	[]	[]	False		NMNH Extant Biology	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/30b20754b-0f20-40f5-9118-930ff8c826b8		Oahu Island, Kaneohe Bay, Inside Reef				1317453812	http://n2t.net/ark:/65665/30b20754b-0f20-40f5-9118-930ff8c826b8				USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	5.0			3.5	0.5	North Pacific Ocean	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Salpa	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 169042	urn:lsid:biocol.org:col:34871	08 APR 1967	13	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Endeidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																
1320179528	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:16.164+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT		5166727	1	54	354	9477065	3254678	2118150	5166727	5166727	Endeis nodosa Hilton, 1942	Endeis nodosa Hilton, 1942	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis nodosa	Endeis	nodosa	SPECIES	ACCEPTED	NE		Hawaii	{}	North Pacific Ocean, United States, Hawaii	1947.0	4.0		1947-04			['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T11:44:00.000+00:00	2024-07-02T12:38:16.164+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/383ac1040-3286-4d1e-b7d5-5bc055f34a68'}]	[]	[]	[]	False		NMNH Extant Biology	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/383ac1040-3286-4d1e-b7d5-5bc055f34a68		Oahu Island, Honolulu Harbor				1320179528	http://n2t.net/ark:/65665/383ac1040-3286-4d1e-b7d5-5bc055f34a68				USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	MALE				North Pacific Ocean	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	O. Degener	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 122434	urn:lsid:biocol.org:col:34871	-- APR 1947		IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Endeidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																
