key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	catalogNumber	nomenclaturalCode	institutionID	verbatimEventDate	gbifID	collectionCode	occurrenceID	higherClassification	continent	stateProvince	typeStatus	references	combinationAuthors	verbatimScientificName	locality	http://unknown.org/verbatimLabel	taxonID	combinationYear	http://unknown.org/canonicalName	recordedBy	elevation	collectionKey	institutionCode	collectionID	depth	depthAccuracy
2434365438	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:17.993+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117458	1	54	354	9477065	3254684	2117433	2117458	2117458	Pallenopsis boehmi Schimkewitsch, 1930	Pallenopsis boehmi Schimkewitsch, 1930	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis boehmi	Pallenopsis	boehmi	SPECIES	ACCEPTED	NE	-22.8	-41.233333	{}	1970.0	9.0	4.0	1970-09-04	247.0	247.0	['COORDINATE_ROUNDED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:17.993+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3473@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Stock J.H.	WholeOrganism (wet specimen)	WGS84	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3473@CRS	ZMA.PYC.3473	ICZN	Naturalis Biodiversity Center	04 sep 1970	2434365438	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3473	Animalia|Pallenopsidae																		
2434363441	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:15.726+00:00	393	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117458	1	54	354	9477065	3254684	2117433	2117458	2117458	Pallenopsis boehmi Schimkewitsch, 1930	Pallenopsis boehmi Schimkewitsch, 1930	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis boehmi	Pallenopsis	boehmi	SPECIES	ACCEPTED	NE	-23.216667	-44.3	{}	1968.0	2.0	17.0	1968-02-17	48.0	48.0	['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:15.726+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3474@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Stock J.H.	WholeOrganism (wet specimen)	WGS84	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3474@CRS	ZMA.PYC.3474	ICZN	Naturalis Biodiversity Center	17 feb 1968	2434363441	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3474	Animalia|Pallenopsidae	SOUTH_AMERICA																	
2434365439	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:27.906+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117458	1	54	354	9477065	3254684	2117433	2117458	2117458	Pallenopsis boehmi Schimkewitsch, 1930	Pallenopsis boehmi Schimkewitsch, 1930	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis boehmi	Pallenopsis	boehmi	SPECIES	ACCEPTED	NE	-23.833333	-44.266667	{}	1968.0	2.0	7.0	1968-02-07	38.0	38.0	['COORDINATE_ROUNDED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:27.906+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3482@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Stock J.H.	WholeOrganism (wet specimen)	WGS84	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3482@CRS	ZMA.PYC.3482	ICZN	Naturalis Biodiversity Center	07 feb 1968	2434365439	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3482	Animalia|Pallenopsidae																		
1802552334	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.322+00:00	234	{}	MATERIAL_CITATION	1.0	PRESENT	2117458	1	54	354	9477065	3254684	2117433	2117458	2117458	Pallenopsis boehmi Schimkewitsch, 1930	Pallenopsis boehmi Schimkewitsch, 1930	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis boehmi	Pallenopsis	boehmi	SPECIES	ACCEPTED	NE			{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-24T18:43:07.322+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCCFFA2FF54FBEDFE7D4455'}]	[]	[]	[]		True				Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE		03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCCFFA2FF54FBEDFE7D4455					1802552334		03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCCFFA2FF54FBEDFE7D4455		SOUTH_AMERICA	Bahia	HOLOTYPE	http://treatment.plazi.org/id/03A57B37FFCDFFA2FF54F88CFE7D4455	Schimkewitsch	Pallenopsis boehmi Schimkewitsch, 1930	Bahia	Type locality: Bahia, Brazil.	03A57B37FFCDFFA2FF54F88CFE7D4455.taxon	1930	Pallenopsis boehmi							
1802552289	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.683+00:00	234	{}	MATERIAL_CITATION	1.0	PRESENT	2117458	1	54	354	9477065	3254684	2117433	2117458	2117458	Pallenopsis boehmi Schimkewitsch, 1930	Pallenopsis boehmi Schimkewitsch, 1930	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis boehmi	Pallenopsis	boehmi	SPECIES	ACCEPTED	NE			{}							['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-24T18:43:07.683+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCCFFA2FF54FCE8FE4B4350'}]	[]	[]	[]		True				Pycnogonida		[]	[]			EUROPE		03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCCFFA2FF54FCE8FE4B4350					1802552289		03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCCFFA2FF54FCE8FE4B4350			Rio de Janeiro	HOLOTYPE	http://treatment.plazi.org/id/03A57B37FFCDFFA2FF54F88CFE7D4455	Schimkewitsch	Pallenopsis boehmi Schimkewitsch, 1930	Rio de Janeiro	Type locality: Rio de Janeiro.	03A57B37FFCDFFA2FF54F88CFE7D4455.taxon	1930	Pallenopsis boehmi							
1802552343	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.676+00:00	234	{}	MATERIAL_CITATION	1.0	PRESENT	2117458	1	54	354	9477065	3254684	2117433	2117458	2117458	Pallenopsis boehmi Schimkewitsch, 1930	Pallenopsis boehmi Schimkewitsch, 1930	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis boehmi	Pallenopsis	boehmi	SPECIES	ACCEPTED	NE			{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-24T18:43:07.676+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCCFFA2FF54FEE0FC5F4168'}]	[]	[]	[]		True				Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE		03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCCFFA2FF54FEE0FC5F4168					1802552343		03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCCFFA2FF54FEE0FC5F4168		SOUTH_AMERICA	Santa Catarina	HOLOTYPE	http://treatment.plazi.org/id/03A57B37FFCDFFA2FF54F88CFE7D4455	Schimkewitsch	Pallenopsis boehmi Schimkewitsch, 1930	Ilhas do Frances	Type locality: betwen Ilhas do Frances e da Armação, Santa Catarina, Brazil.	03A57B37FFCDFFA2FF54F88CFE7D4455.taxon	1930	Pallenopsis boehmi	da Armacao						
1802552308	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.213+00:00	234	{}	MATERIAL_CITATION	1.0	PRESENT	2117458	1	54	354	9477065	3254684	2117433	2117458	2117458	Pallenopsis boehmi Schimkewitsch, 1930	Pallenopsis boehmi Schimkewitsch, 1930	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis boehmi	Pallenopsis	boehmi	SPECIES	ACCEPTED	NE			{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-24T18:43:07.213+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCCFFA2FF54FF4DFADE40F5'}]	[]	[]	[]		False				Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE		03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCCFFA2FF54FF4DFADE40F5					1802552308		03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCCFFA2FF54FF4DFADE40F5		SOUTH_AMERICA	Rio de Janeiro		http://treatment.plazi.org/id/03A57B37FFCDFFA2FF54F88CFE7D4455	Schimkewitsch	Pallenopsis boehmi Schimkewitsch, 1930	Homonym	Homonym: Melloleitanianus candidoi — Mello-Leitão, 1955: 122 – 128, figs 1 – 4 (Brazil: Rio de Janeiro, 0.5 m).	03A57B37FFCDFFA2FF54F88CFE7D4455.taxon	1930	Pallenopsis boehmi		5.0					
1802552342	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.188+00:00	234	{}	MATERIAL_CITATION	1.0	PRESENT	2117458	1	54	354	9477065	3254684	2117433	2117458	2117458	Pallenopsis boehmi Schimkewitsch, 1930	Pallenopsis boehmi Schimkewitsch, 1930	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis boehmi	Pallenopsis	boehmi	SPECIES	ACCEPTED	NE			{}							['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-24T18:43:07.188+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCDFFA3FF54F87BFC8547E3'}]	[]	[]	[]		True				Pycnogonida		[]	[]			EUROPE		03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCDFFA3FF54F87BFC8547E3					1802552342		03A57B37FFCDFFA2FF54F88CFE7D4455.mc.3B64C07CFFCDFFA3FF54F87BFC8547E3			Magallanes	HOLOTYPE	http://treatment.plazi.org/id/03A57B37FFCDFFA2FF54F88CFE7D4455	Schimkewitsch	Pallenopsis boehmi Schimkewitsch, 1930	Strait of Magellan	Type locality: Strait of Magellan (estrecho de Magallanes).	03A57B37FFCDFFA2FF54F88CFE7D4455.taxon	1930	Pallenopsis boehmi							
1019678943	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.027+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1930', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Pallenopsis;Pallenopsidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Schimkewitsch, 1930', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|231485', 'http://rs.tdwg.org/dwc/terms/family': 'Pallenopsidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Pallenopsis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'boehmi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25850', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pallenopsis boehmi Schimkewitsch, 1930'}]}	PRESERVED_SPECIMEN	2.0	PRESENT	2117458	1	54	354	9477065	3254684	2117433	2117458	2117458	Pallenopsis boehmi Schimkewitsch, 1930	Pallenopsis boehmi Schimkewitsch, 1930	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis boehmi	Pallenopsis	boehmi	SPECIES	ACCEPTED	NE			{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:13:10.000+00:00	2024-07-24T12:24:43.027+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5451'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Arnaud F.			Pycnogonida		[]	[]			EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5451	2009-5451				1019678943	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5451															0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	MNHN	10.15468/qgvvhd		
318009256	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.360+00:00	124	{}	OCCURRENCE		PRESENT	2117458	1	54	354	9477065	3254684	2117433	2117458	2117458	Pallenopsis boehmi Schimkewitsch, 1930	Pallenopsis boehmi Schimkewitsch, 1930	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis boehmi	Pallenopsis	boehmi	SPECIES	ACCEPTED	NE	-52.9503	-73.9337	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.360+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37264'}]	[]	[]	[]		False			WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE			37264				318009256	SOMBASE Pycnogonids			SOUTH_AMERICA														BAS		76.0	0.0
